cod_cliente,data_referencia,ind_funcionario,pais_residencia,sexo,idade,data_cadastro,ind_novo,tempo_relacionamento_meses,ind_relacionamento,ult_data_cliente_principal,ind_rel_inicio_mes,tipo_rel_inicio_mes,ind_residente,ind_estrangeiro,conjuge_funcionario,canal_entrada,ind_falecido,estado,ind_ativo,renda_estimada_anual_brl,segmento,possui_poupanca,possui_aval_garantia,possui_conta_corrente,possui_conta_investimento,possui_conta_salario,possui_conta_junior,possui_conta_universitaria,possui_conta_corrente_plus,possui_conta_premium,possui_cdb_curto_prazo,possui_cdb_medio_prazo,possui_cdb_longo_prazo,possui_conta_digital,possui_fundo_investimento,possui_financiamento_imovel,possui_previdencia_privada,possui_emprestimo_pessoal,possui_pagamento_tributos,possui_cartao_credito,possui_titulos_investimento,possui_financiamento_veiculo,possui_folha_pagamento,possui_beneficio_previdencia,possui_debito_automatico,segmentos_sinteticos,evento_viagem_sintetico
180749,2023-02-28,N,BR,M,57,2007-11-10,0.0,186,1.0,,1,A,S,N,,007,N,SP,1.0,250052.62,01 - ALTA RENDA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.0,1.0,1,"[""SEG-VIP"", ""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR""]",0
659000,2023-01-28,N,BR,F,58,2013-11-23,0.0,110,1.0,,1.0,I,S,N,,KAO,N,MG,0.0,31374.77,02 - VAREJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-SENIOR""]",0
764853,2022-12-28,N,BR,F,53,2015-04-29,0.0,92,1.0,,1,A,S,N,,KFC,N,SP,1.0,74530.07,01 - ALTA RENDA,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-VIP"", ""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-INVESTIDOR-EXPERIENTE"", ""SEG-PERFIL-FAMILIAR"", ""SEG-VIAJANTE-EVENTO""]",1
300342,2023-05-28,N,BR,F,60,2008-11-23,0.0,174,1.0,,1.0,A,S,N,,KAT,N,BA,1.0,17826.69,02 - VAREJO,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,"[""SEG-SENIOR"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-PERFIL-FAMILIAR""]",0
30301,2023-05-28,N,BR,F,59,2002-12-29,0.0,245,1.0,,1.0,A,S,N,,KAT,N,SP,1.0,128045.57,01 - ALTA RENDA,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-VIP"", ""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR""]",0
668462,2023-05-28,N,BR,F,61,2014-01-14,0.0,112,1.0,,1,I,S,N,,KFC,N,RJ,0.0,96305.86,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-SENIOR"", ""SEG-POUPADOR"", ""SEG-VIAJANTE-EVENTO""]",1
328308,2023-05-28,N,BR,F,52,2009-02-07,0.0,171,1.0,,1.0,A,S,N,,KAT,N,SP,1.0,103763.94,02 - VAREJO,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1.0,1.0,1,"[""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR"", ""SEG-PROPRIETARIO""]",0
433669,2022-03-28,N,BR,F,75,2010-09-04,0.0,142,1.0,,1.0,A,S,N,,KAT,N,SP,1.0,24285.73,01 - ALTA RENDA,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0.0,0.0,1,"[""SEG-VIP"", ""SEG-SENIOR"", ""SEG-INVESTIDOR-INICIANTE""]",0
1058083,2022-07-28,N,BR,M,28,2019-09-11,0.0,34,1.0,,1,A,S,N,,KHE,N,SP,1.0,8791.66,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-PERFIL-FAMILIAR""]",0
102357,2022-07-28,N,BR,F,52,2005-07-17,0.0,204,1.0,,1.0,A,S,N,,KAT,N,SP,1.0,168044.95,02 - VAREJO,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1.0,1.0,1,"[""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-INVESTIDOR-EXPERIENTE"", ""SEG-PERFIL-FAMILIAR""]",0
1236363,2022-10-28,N,BR,F,25,2021-01-07,0.0,21,1.0,,1.0,A,S,N,,KFC,N,SP,1.0,125929.99,03 - UNIVERSITARIO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM"", ""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-PERFIL-FAMILIAR""]",0
549655,2022-11-28,N,BR,F,75,2012-08-18,0.0,123,1.0,,1.0,A,S,N,,KAT,N,AL,1.0,41370.73,01 - ALTA RENDA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-VIP"", ""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR""]",0
143210,2022-06-28,N,BR,F,76,2006-09-22,0.0,190,1.0,,1.0,A,S,N,,KAT,N,SP,1.0,38063.84,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR""]",0
248972,2022-10-28,N,BR,F,47,2008-05-25,0.0,114,1.0,,1,I,S,N,,013,N,SP,0.0,108680.4,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-ALTA-RENDA"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR""]",0
703730,2023-03-28,N,BR,M,59,2014-07-17,0.0,104,1.0,,1.0,A,S,N,,KAT,N,SP,1.0,132184.82,02 - VAREJO,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,"[""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR""]",0
500326,2023-01-28,N,BR,F,53,2011-11-08,0.0,134,1.0,,1.0,A,S,N,,KFC,N,SP,1.0,139946.4,02 - VAREJO,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1,"[""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-INVESTIDOR-EXPERIENTE"", ""SEG-PERFIL-FAMILIAR""]",0
1097974,2022-06-28,N,BR,M,22,2019-11-08,0.0,32,1.0,,1.0,I,S,N,,KHE,N,MA,0.0,27427.39,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM""]",0
149022,2023-05-28,N,BR,F,51,2006-11-12,0.0,198,1.0,,1.0,A,S,N,,KFC,N,SP,1.0,48598.91,01 - ALTA RENDA,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,1,"[""SEG-VIP"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR"", ""SEG-VIAJANTE-EVENTO""]",1
78724,2023-05-28,N,BR,F,54,2004-12-09,0.0,221,1.0,,1.0,A,S,N,,KAT,N,PA,1.0,33191.49,02 - VAREJO,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-EXPERIENTE"", ""SEG-PERFIL-FAMILIAR""]",0
1104859,2023-04-28,N,BR,M,23,2019-11-23,0.0,41,1.0,,1.0,A,S,N,,KHE,N,BA,1.0,23744.04,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE""]",0
1158813,2022-07-28,N,BR,M,26,2020-08-07,0.0,23,1.0,,1.0,I,S,N,,KHE,N,SP,1.0,70820.81,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,"[""SEG-JOVEM"", ""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-PERFIL-FAMILIAR""]",0
513596,2023-01-28,N,BR,M,45,2022-06-09,0.0,132,1.0,,1,A,S,N,,KAT,N,MG,0.0,41092.54,02 - VAREJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-POUPADOR""]",0
394787,2022-07-28,N,BR,F,60,2009-12-09,0.0,151,1.0,,1.0,A,S,N,,KAT,N,RJ,1.0,46079.67,02 - VAREJO,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0,1.0,1,"[""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR"", ""SEG-PROPRIETARIO""]",0
440613,2022-06-28,N,BR,F,45,2010-10-20,0.0,129,1.0,,1.0,A,S,N,,KCC,N,SP,1.0,101928.12,02 - VAREJO,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,"[""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-PERFIL-FAMILIAR""]",0
492332,2023-02-28,N,BR,F,52,2011-09-22,0.0,137,1.0,,1.0,A,S,N,,KAT,N,AM,1.0,60678.31,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,"[""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR""]",0
82012,2023-02-28,N,BR,F,45,2005-01-10,0.0,217,1.0,,1.0,A,S,N,,KAT,N,SP,1.0,72247.97,02 - VAREJO,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,1,"[""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-PERFIL-FAMILIAR"", ""SEG-PROPRIETARIO""]",0
1105838,2022-03-28,N,BR,F,36,2019-11-26,0.0,32,1.0,,1.0,A,S,N,,KFC,N,MG,1.0,29077.64,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-EXPERIENTE"", ""SEG-PERFIL-FAMILIAR""]",0
1516940,2023-05-28,N,BR,F,27,2022-12-16,1.0,5,1.0,,1,A,S,N,,KHM,N,SP,0.0,71538.66,02 - VAREJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM"", ""SEG-ALTA-RENDA"", ""SEG-POUPADOR""]",0
458046,2022-04-28,N,BR,F,40,2011-02-06,0.0,137,1.0,,1.0,A,S,N,,KFC,N,SP,1.0,43123.98,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-PERFIL-FAMILIAR""]",0
1106286,2022-11-28,N,BR,F,71,2019-11-27,0.0,36,1.0,,1.0,A,S,N,,KHE,N,SP,0.0,62708.03,02 - VAREJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-SENIOR"", ""SEG-POUPADOR""]",0
1228871,2022-07-28,N,BR,F,41,2020-12-04,0.0,19,1.0,,1.0,A,S,N,,KFC,N,RS,1.0,8333.21,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,"[""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-PERFIL-FAMILIAR""]",0
1109562,2022-06-28,N,BR,F,55,2019-12-04,0.0,31,1.0,,1.0,A,S,N,,KFC,N,RJ,1.0,206618.05,01 - ALTA RENDA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.0,0.0,1,"[""SEG-VIP"", ""SEG-SENIOR"", ""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-PERFIL-FAMILIAR""]",0
1297440,2023-01-28,N,BR,F,67,2021-08-18,0.0,17,1.0,,1,A,S,N,,KFC,N,RJ,1.0,465805.3,01 - ALTA RENDA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-VIP"", ""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-VIAJANTE-EVENTO""]",1
1394561,2023-04-28,N,BR,F,41,2022-04-28,0.0,25,1.0,,1,A,S,S,,RED,N,MG,1.0,53899.89,02 - VAREJO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR""]",0
581809,2022-12-28,N,BR,F,73,2012-11-28,0.0,121,1.0,,1.0,A,S,N,,KAT,N,PE,0.0,17216.52,02 - VAREJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-SENIOR""]",0
964204,2023-03-28,N,BR,M,42,2018-10-17,0.0,53,1.0,,1.0,I,S,N,,KFC,N,SP,0.0,201339.34,02 - VAREJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-ALTA-RENDA"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR""]",0
1392812,2023-05-28,N,BR,F,50,2022-12-23,0.0,13,1.0,,1,A,S,N,,KHK,N,RJ,1.0,57359.1,02 - VAREJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0,"[""SEG-CREDITO-ATIVO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-PERFIL-FAMILIAR""]",0
1498226,2023-04-28,N,BR,F,47,2022-11-04,0.0,21,1.0,,1.0,A,S,N,,RED,N,SP,1.0,70942.47,02 - VAREJO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,"[""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR""]",0
1000711,2023-02-28,N,BR,M,42,2019-01-17,0.0,49,1.0,,1.0,I,S,S,,KFC,N,RJ,0.0,423773.93,02 - VAREJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-ALTA-RENDA"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-VIAJANTE-EVENTO""]",1
1071316,2023-02-28,N,BR,M,25,2019-10-01,0.0,40,1.0,,1.0,I,S,N,,KHE,N,SP,0.0,90778.72,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM"", ""SEG-ALTA-RENDA"", ""SEG-POUPADOR""]",0
404188,2022-11-28,N,BR,F,57,2010-01-30,0.0,154,1.0,,1,A,S,N,,KEY,N,CE,0.0,142724.59,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-SENIOR"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR""]",0
1317117,2022-08-28,N,BR,M,23,2021-09-25,0.0,11,1.0,,1.0,A,S,N,,KHE,N,PI,1.0,11906.35,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE""]",0
427023,2023-04-28,N,BR,F,50,2010-07-10,0.0,153,1.0,,1.0,A,S,N,,KCH,N,SP,1.0,62577.02,01 - ALTA RENDA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-VIP"", ""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR""]",0
1319764,2023-05-28,N,BR,F,21,2021-09-29,0.0,20,1.0,,1.0,I,S,N,,KHE,N,SC,0.0,116198.95,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM"", ""SEG-POUPADOR""]",0
150271,2023-03-28,N,BR,M,81,2006-11-26,0.0,196,1.0,,1,A,S,N,,KAS,N,SP,1.0,45357.51,01 - ALTA RENDA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-VIP"", ""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR""]",0
1221442,2022-10-28,N,BR,M,30,2020-11-18,0.0,23,1.0,,1.0,A,S,S,,KHF,N,RS,1.0,42326.19,03 - UNIVERSITARIO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,"[""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-PERFIL-FAMILIAR""]",0
1508082,2023-04-28,N,BR,F,39,2022-11-21,1.0,5,1.0,,1,A,S,N,,KHN,N,RJ,1.0,56631.12,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR""]",0
813821,2023-05-28,N,BR,F,51,2015-11-04,0.0,90,1.0,,1.0,I,S,N,,KFC,N,AL,1.0,8127.7,02 - VAREJO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-PERFIL-FAMILIAR""]",0
168024,2023-04-28,N,BR,M,53,2007-11-13,0.0,220,1.0,,1,A,S,N,,KAT,N,SP,1.0,10176.8,02 - VAREJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,"[""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-PERFIL-FAMILIAR""]",0
929449,2023-02-28,N,BR,M,29,2018-08-05,0.0,54,1.0,,1.0,I,S,N,,KHE,N,RJ,0.0,23454.95,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM""]",0
969731,2022-05-28,N,BR,M,26,2018-10-27,0.0,45,1.0,,1.0,I,S,N,,KHE,N,RS,0.0,24141.29,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM""]",0
109931,2022-04-28,N,BR,F,46,2005-10-31,0.0,201,1.0,,1.0,A,S,N,,KAT,N,SP,1.0,67534.48,02 - VAREJO,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,1,"[""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR"", ""SEG-PROPRIETARIO""]",0
868466,2022-10-28,N,BR,M,33,2017-03-17,0.0,67,1.0,,1,I,S,N,,KFC,N,SP,0.0,539816.36,02 - VAREJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-ALTA-RENDA"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR""]",0
424797,2022-06-28,N,BR,M,52,2010-06-25,0.0,145,1.0,,1.0,A,S,N,,KAT,N,PE,1.0,34085.45,02 - VAREJO,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1.0,1,"[""SEG-CREDITO-ATIVO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-PERFIL-FAMILIAR""]",0
1258949,2023-03-28,N,BR,F,38,2021-05-20,0.0,22,1.0,,1.0,A,S,N,,KFC,N,MA,1.0,8450.71,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,"[""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-PERFIL-FAMILIAR""]",0
139231,2023-05-28,N,BR,M,39,2006-07-28,0.0,11,1.0,,1.0,A,S,N,,KHN,N,SP,1.0,94940.68,02 - VAREJO,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1.0,1,"[""SEG-ALTA-RENDA"", ""SEG-CREDITO-ATIVO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-CONTRIBUINTE-IR"", ""SEG-PERFIL-FAMILIAR""]",0
760766,2022-12-28,N,BR,F,67,2015-04-14,0.0,84,1.0,,1,I,S,N,,KAT,N,SP,0.0,240134.06,02 - VAREJO,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-SENIOR"", ""SEG-POUPADOR""]",0
1462990,2023-05-28,N,BR,M,18,2022-09-28,0.0,8,1.0,,1.0,A,S,N,,KHQ,N,ES,1.0,27473.13,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-JOVEM"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE""]",0
886409,2022-08-28,N,BR,M,71,2017-07-21,0.0,61,1.0,,1,A,S,N,,KCC,N,SP,1.0,52448.45,02 - VAREJO,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR"", ""SEG-VIAJANTE-EVENTO""]",1
661281,2022-10-28,N,BR,F,55,2013-12-04,0.0,106,1.0,,1,A,S,N,,KAT,N,PI,1.0,8566.92,02 - VAREJO,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-SENIOR"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-EXPERIENTE"", ""SEG-PERFIL-FAMILIAR""]",0
441414,2022-11-28,N,BR,F,54,2010-10-24,0.0,145,1.0,,1.0,A,S,N,,KFC,N,GO,1.0,22132.91,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,"[""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-PERFIL-FAMILIAR""]",0
756883,2022-09-28,N,BR,F,82,2015-03-28,0.0,90,1.0,,1.0,A,S,N,,KFC,N,SP,1.0,72419.88,02 - VAREJO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"[""SEG-SENIOR"", ""SEG-CREDITO-ATIVO"", ""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-POUPADOR""]",0
295952,2023-04-28,N,BR,F,52,2008-11-14,0.0,173,1.0,,1,A,S,N,,KAT,N,SC,1.0,15726.93,02 - VAREJO,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0,"[""SEG-SEM-CARTAO"", ""SEG-INVESTIDOR-INICIANTE"", ""SEG-PERFIL-FAMILIAR""]",0
